Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
602120,8054EK 2 21    SE-12-20-3-5,T,2,Residential,I  Individual,54200,209700,0,263900,120 FRONTENAC AVE. N.W.,,,TV,2015
602130,"8054EK 2 22,23    SE-12-20-3-5",T,2,Residential,I  Individual,81200,56700,0,137900,122 FRONTENAC AVE. N.W.,,,TV,2015
602140,"8054EK 2 23,24    SE-12-20-3-5    West 20' & North 20' of Lot 23",T,2,Residential,I  Individual,45600,80700,0,126300,124 FRONTENAC AVE. N.W.,,,TV,2015
602150,8054EK 2 25-W27    SE-12-20-3-5,E,11,Institutional,C  Corporation,93900,417700,0,511600,125 ROYAL AVE. N.W.,,,TV,2015
602160,8054EK 2 27-29    SE-12-20-3-5,T,2,Residential,I  Individual,86400,123200,0,209600,115 ROYAL AVE. N.W.,,,TV,2015
602170,8054EK 2 29-31    SE-12-20-3-5    3-(25') X 144' Lots Tied By Imps & C/T,T,2,Residential,I  Individual,85300,211200,0,296500,113 ROYAL AVE. N.W.,,,TV,2015
602180,"8054EK 2 31,32    SE-12-20-3-5",T,2,Residential,I  Individual,79800,158600,0,238400,111 ROYAL AVE. N.W.,,,TV,2015
602190,"8054EK 2 33,P34    SE-12-20-3-5",T,2,Residential,I  Individual,80200,111000,0,191200,109 ROYAL AVE. N.W.,,,TV,2015
602200,"8054EK 2 34,35    SE-12-20-3-5",T,2,Residential,I  Individual,79800,103500,0,183300,107 ROYAL AVE. N.W.,,,TV,2015
602210,8054EK 2 36    SE-12-20-3-5,T,2,Residential,I  Individual,64300,173900,0,238200,105 ROYAL AVE. N.W.,,,TV,2015
603010,7423DQ 3 1-5    SE-12-20-3-5,T,3,Commercial,C  Corporation,68000,112600,0,180600,220 MAIN ST. N.W.,,,TV,2015
603030,"7423DQ 3 6,7    SE-12-20-3-5    50' X 120'",T,3,Commercial,C  Corporation,48800,26100,0,74900,210 MAIN ST. N.W.,,,TV,2015
603040,"7423DQ 3 8,9    SE-12-20-3-5",T,3,Commercial,C  Corporation,76500,161700,0,238200,206 MAIN ST. N.W.,,,TV,2015
603050,"7423DQ 3 10,11    SE-12-20-3-5    50' X 120'",T,3,Commercial,C  Corporation,48800,295700,0,344500,202 MAIN STREET NORTH WEST,,,TV,2015
603060,2229EW 3 12    SE-12-20-3-5,T,2,Residential,I  Individual,77500,149400,0,226900,108 EDGAR AVE. N.W.,,,TV,2015
603070,2229EW 3 13    SE-12-20-3-5,T,2,Residential,I  Individual,77500,100000,0,177500,110 EDGAR AVE. N.W.,,,TV,2015
603080,"2229EW 3 14,15    SE-12-20-3-5",T,2,Residential,I  Individual,83200,172800,0,256000,114 EDGAR AVE. N.W.,,,TV,2015
603090,"2229EW 3 16,17    SE-12-20-3-5    64' X 125' Lot Size",T,2,Residential,I  Individual,82900,155500,0,238400,118 EDGAR AVE. N.W.,,,TV,2015
603100,2229EW 3 18    SE-12-20-3-5,T,2,Residential,I  Individual,57200,49500,0,106700,120 EDGAR AVE. N.W.,,,TV,2015
603110,"2229EW 3 19,P20    SE-12-20-3-5",T,2,Residential,I  Individual,81300,231100,0,312400,122 EDGAR AVE. N.W.,,,TV,2015
603120,2229EW 3 PT20    SE-12-20-3-5,T,2,Residential,I  Individual,77500,206300,0,283800,124 EDGAR AVE. N.W.,,,TV,2015
603130,2229EW 3 21    SE-12-20-3-5,T,2,Residential,I  Individual,79800,100000,0,179800,201 HUBERT ST. N.W.,,,TV,2015
603140,2229EW 3 22    SE-12-20-3-5,T,2,Residential,I  Individual,69600,147300,0,216900,121 FRONTENAC AVE. N.W.,,,TV,2015
603150,2229EW 3 23    SE-12-20-3-5,T,2,Residential,I  Individual,77900,254500,0,332400,119 FRONTENAC AVE. N.W.,,,TV,2015
603160,2229EW 3 24    SE-12-20-3-5,T,2,Residential,I  Individual,77900,112200,0,190100,117 FRONTENAC AVE. N.W.,,,TV,2015
603170,2229EW 3 25    SE-12-20-3-5    Westerly 40' of Lot 25,T,2,Residential,I  Individual,68300,118000,0,186300,115 FRONTENAC AVE. N.W.,,,TV,2015
603175,2229EW 3 25-27    SE-12-20-3-5,T,2,Residential,I  Individual,87400,41100,0,128500,113 FRONTENAC AVE. N.W.,,,TV,2015
603190,"2229EW 3 28,29    SE-12-20-3-5",T,2,Residential,I  Individual,84300,105600,0,189900,109 FRONTENAC AVE. N.W.,,,TV,2015
603200,2229EW 3 W.30    SE-12-20-3-5,T,2,Residential,I  Individual,51600,151100,0,202700,107B FRONTENAC AVE. N.W.,,,TV,2015
603210,2229EW 3 E.30    SE-12-20-3-5,T,2,Residential,I  Individual,51600,135600,0,187200,107A FRONTENAC AVE. N.W.,,,TV,2015
603220,2229EW 3 W31    SE-12-20-3-5,T,2,Residential,I  Individual,43000,154000,0,197000,105B FRONTENAC AVE. N.W.,,,TV,2015
603230,2229EW 3 E31    SE-12-20-3-5,T,2,Residential,I  Individual,43000,148000,0,191000,105A FRONTENAC AVE. N.W.,,,TV,2015
604010,"7423DQ 4 1,2    SE-12-20-3-5",T,2,Residential,I  Individual,82400,138800,0,221200,210 SUNSET BLVD. N.W.,,,TV,2015
604020,7423DQ 4 3    SE-12-20-3-5,T,2,Residential,I  Individual,54200,65400,0,119600,212 SUNSET BLVD. N.W.,,,TV,2015
604030,"7423DQ 4 4,P5    SE-12-20-3-5",T,2,Residential,I  Individual,76000,115800,0,191800,214 SUNSET BLVD. N.W.,,,TV,2015
604040,"7423DQ 4 W5,6    SE-12-20-3-5",T,2,Residential,I  Individual,76000,184400,0,260400,216 SUNSET BLVD. N.W.,,,TV,2015
604050,7423DQ 4 7    SE-12-20-3-5,T,2,Residential,I  Individual,54200,36400,0,90600,218 SUNSET BLVD. N.W.,,,TV,2015
604060,7423DQ 4 8    SE-12-20-3-5,T,2,Residential,I  Individual,54200,40600,0,94800,220 SUNSET BLVD. N.W.,,,TV,2015
604070,"7423DQ 4 9,10    SE-12-20-3-5",T,2,Residential,I  Individual,82400,79900,0,162300,222 SUNSET BLVD. NW,,,TV,2015
604080,7423DQ 4 11-12    SE-12-20-3-5,T,2,Residential,I  Individual,82400,149800,0,232200,224 SUNSET BLVD. N.W.,,,TV,2015
604090,7423DQ 4 13    SE-12-20-3-5,T,2,Residential,I  Individual,77600,114000,0,191600,226 SUNSET BLVD. N.W.,,,TV,2015
604100,8054EK 4 14    SE-12-20-3-5    Less West 1' of Lot,T,2,Residential,I  Individual,80600,157800,0,238400,202 Sunset Blvd. N.W.,,,TV,2015
604105,"8054EK 4 14,15    SE-12-20-3-5    All of 15 & E. 1' of 16 51' X 120'",T,2,Residential,I  Individual,82300,131000,0,213300,204 SUNSET BLVD. N.W.,,,TV,2015
604110,"8054EK 4 15,16    SE-12-20-3-5",T,2,Residential,I  Individual,76200,150700,0,226900,206 SUNSET BLVD. N.W.,,,TV,2015
604120,8054EK 4 17    SE-12-20-3-5,T,2,Residential,I  Individual,76500,114000,0,190500,208 SUNSET BLVD. N.W.,,,TV,2015
604130,8054EK 4 PT18    SE-12-20-3-5,T,2,Residential,I  Individual,89800,65800,0,155600,106 HUBERT ST. N.W.,,,TV,2015
604140,3603FD 4 19    SE-12-20-3-5,T,2,Residential,I  Individual,83500,106000,0,189500,201 WINDSOR AVE. N.W.,,,TV,2015
604150,9212439 4 18A    SE-12-20-3-5,T,2,Residential,I  Individual,76500,40800,0,117300,203 WINDSOR AVE. N.W.,,,TV,2015
604160,"3603FD 4 20,P21    SE-12-20-3-5",T,2,Residential,I  Individual,78400,81500,0,159900,207 WINDSOR AVE. N.W.,,,TV,2015
604170,"3603FD 4 P21,22    SE-12-20-3-5",T,2,Residential,I  Individual,90300,141600,0,231900,211 WINDSOR AVE. NW,,,TV,2015
604180,1178LK 4 23A    SE-12-20-3-5,T,2,Residential,I  Individual,85700,241800,0,327500,213 WINDSOR AVE. N.W.,,,TV,2015
604190,1178LK 4 24A    SE-12-20-3-5,T,2,Residential,I  Individual,85700,179400,0,265100,215 WINDSOR AVE. N.W.,,,TV,2015
604200,3603FD 4 26    SE-12-20-3-5,T,2,Residential,I  Individual,76500,69700,0,146200,217 WINDSOR AVE. N.W.,,,TV,2015
604210,3603FD 4 27    SE-12-20-3-5,T,2,Residential,I  Individual,76500,143700,0,220200,219 WINDSOR AVE. N.W.,,,TV,2015
604220,3603FD 4 28    SE-12-20-3-5    50' X 120' Lot Area,T,2,Residential,I  Individual,76500,202600,0,279100,221 WINDSOR AVE. N.W.,,,TV,2015
605010,"7423DQ 5 1,E2    SE-12-20-3-5",T,2,Residential,I  Individual,83700,88300,0,172000,302 SUNSET BLVD. N.W.,,,TV,2015
605020,7423DQ 5 2-4    SE-12-20-3-5,T,2,Residential,I  Individual,97500,122200,0,219700,304 SUNSET BLVD. N.W.,,,TV,2015
605030,"7423DQ 5 5,6    SE-12-20-3-5",T,2,Residential,I  Individual,90800,108600,0,199400,306 SUNSET BLVD. N.W.,,,TV,2015
605040,"7423DQ 5 7,EB    SE-12-20-3-5",T,2,Residential,I  Individual,83700,83600,0,167300,308 SUNSET BLVD. N.W.,,,TV,2015
605050,"7423DQ 5 W8,9    SE-12-20-3-5",T,2,Residential,I  Individual,83700,119100,0,202800,310 SUNSET BLVD. N.W.,,,TV,2015
605060,"7423DQ 5 10,11    SE-12-20-3-5",T,2,Residential,I  Individual,90800,110000,0,200800,312 SUNSET BLVD. N.W.,,,TV,2015
605070,9311679 5 34    SE-12-20-3-5,T,2,Residential,I  Individual,83600,58600,0,142200,314 SUNSET BLVD. N.W.,,,TV,2015
605075,9311679 5 35    SE-12-20-3-5,T,2,Residential,I  Individual,83600,182000,0,265600,316 SUNSET BLVD. N.W.,,,TV,2015
605078,7423DQ 5 15-17    SE-12-20-3-5,T,2,Residential,I  Individual,100200,128700,0,228900,320 SUNSET BLVD. N.W.,,,TV,2015
605090,"7423DQ 5 18,19    SE-12-20-3-5",T,2,Residential,I  Individual,90800,74400,0,165200,324 SUNSET BLVD. N.W.,,,TV,2015
605100,7423DQ 5 20    SE-12-20-3-5,T,2,Residential,I  Individual,59700,102500,0,162200,328 SUNSET BLVD. N.W.,,,TV,2015
605110,"3603FD 5 21,W22    SE-12-20-3-5",T,2,Residential,I  Individual,98200,211000,0,309200,321 WINDSOR AVE. N.W.,,,TV,2015
605120,3603FD 5 E22P23    SE-12-20-3-5,T,2,Residential,I  Individual,90400,120200,0,210600,319 WINDSOR AVE. N.W.,,,TV,2015
605125,"3603FD 5 P23,24    SE-12-20-3-5",T,2,Residential,I  Individual,88400,200600,0,289000,317 WINDSOR AVE. N.W.,,,TV,2015
605130,3603FD 5 25    SE-12-20-3-5,T,2,Residential,I  Individual,84300,167300,0,251600,315 WINDSOR AVE. N.W.,,,TV,2015
605135,3603FD 5 W26    SE-12-20-3-5,T,2,Residential,I  Individual,77900,189400,0,267300,313 WINDSOR AVE. N.W.,,,TV,2015
605140,"3603FD 5 E26,27    SE-12-20-3-5",T,2,Residential,I  Individual,86400,180900,0,267300,311 WINDSOR AVE. N.W.,,,TV,2015
605150,3603FD 5 28    SE-12-20-3-5,T,2,Residential,I  Individual,84300,146700,0,231000,309 WINDSOR AVE. N.W.,,,TV,2015
605160,"3603FD 5 29,W30    SE-12-20-3-5",T,2,Residential,I  Individual,94500,159600,0,254100,307 WINDSOR AVE. N.W.,,,TV,2015
605170,"3603FD 5 E30,31    SE-12-20-3-5",T,2,Residential,I  Individual,94500,108900,0,203400,305 WINDSOR AVE. NW,,,TV,2015
605180,"3603FD 5 32,33    SE-12-20-3-5",T,2,Residential,I  Individual,100400,376800,0,477200,301 WINDSOR AVE. N.W.,,,TV,2015
606010,3138FM 6 E1    SE-12-20-3-5,T,2,Residential,I  Individual,75000,113600,0,188600,401A WINDSOR AVE. N.W.,,,TV,2015
606020,3138FM 6 W1    SE-12-20-3-5,T,2,Residential,I  Individual,75000,105800,0,180800,401B WINDSOR AVE. N.W.,,,TV,2015
606030,3138FM 6 2    SE-12-20-3-5,T,2,Residential,I  Individual,94500,118700,0,213200,403 WINDSOR AVE. N.W.,,,TV,2015
606040,3138FM 6 3    SE-12-20-3-5,T,15,Senior Apartments,P  Provincial,98600,407800,0,506400,405 WINDSOR AVE. N.W.,,,TV,2015
606050,"3138FM 6 4,5    SE-12-20-3-5",T,2,Residential,I  Individual,100400,178800,0,279200,407 WINDSOR AVE. N.W.,,,TV,2015
606060,3138FM 6 6    SE-12-20-3-5,T,2,Residential,I  Individual,84300,215100,0,299400,411 WINDSOR AVE. N.W.,,,TV,2015
606070,3138FM 6 7    SE-12-20-3-5,T,2,Residential,I  Individual,84300,163400,0,247700,413 WINDSOR AVE. N.W.,,,TV,2015
606080,3138FM 6 8    SE-12-20-3-5,T,2,Residential,I  Individual,84300,154800,0,239100,415 WINSOR AVE. N.W.,,,TV,2015
606090,3138FM 6 9    SE-12-20-3-5,T,2,Residential,I  Individual,84300,161600,0,245900,417 WINDSOR AVE. N.W.,,,TV,2015
606510,"7423DQ 6 1,2    SE-12-20-3-5    All of Lot 1 and East 10' of Lot 2",T,2,Residential,I  Individual,75300,41300,0,116600,402 SUNSET BLVD. N.W.,,,TV,2015
606520,"7423DQ 6 W2,3    SE-12-20-3-5    Portion of lot 2 west of the easterly 10",T,2,Residential,I  Individual,86800,165700,0,252500,404 SUNSET BOULEVARD N.W.,,,TV,2015
606525,7423DQ 6 4-6    SE-12-20-3-5,T,2,Residential,I  Individual,100200,181200,0,281400,406 SUNSET BLVD. N.W.,,,TV,2015
606540,"7423DQ 6 7,8    SE-12-20-3-5",T,2,Residential,I  Individual,90800,148200,0,239000,410 SUNSET BLVD. N.W.,,,TV,2015
606550,"7423DQ 6 9,P10    SE-12-20-3-5",T,2,Residential,I  Individual,83700,56700,0,140400,414 SUNSET BLVD. N.W.,,,TV,2015
606560,"7423DQ 6 10,11    SE-12-20-3-5",T,2,Residential,I  Individual,83700,156500,0,240200,416 SUNSET BLVD. N.W.,,,TV,2015
606570,"7423DQ 6 12,13    SE-12-20-3-5    49.5' X 120' All of Lot 12 Ptn. of 13",T,2,Residential,I  Individual,83700,129600,0,213300,418 SUNSET BLVD. N.W.,,,TV,2015
606580,7423DQ 6 13-15    SE-12-20-3-5    66' X 120',T,2,Residential,I  Individual,90800,104100,0,194900,420 SUNSET BLVD. N.W.,,,TV,2015
606590,"7423DQ 6 15,16    SE-12-20-3-5    59' X 120'",T,2,Residential,I  Individual,88000,145300,0,233300,422 SUNSET BLVD. N.W.,,,TV,2015
607010,3138FM 7 10    SE-12-20-3-5,T,2,Residential,I  Individual,84300,230700,0,315000,151 JOHN ST. N.W.,,,TV,2015
607020,"3138FM 7 11,12    SE-12-20-3-5",T,2,Residential,I  Individual,100400,196900,0,297300,418 WINDSOR AVE. NW,,,TV,2015
607030,"3138FM 7 13,14    SE-12-20-3-5",T,2,Residential,I  Individual,100400,142100,0,242500,412 WINDSOR AVE. N.W.,,,TV,2015
607040,"3138FM 7 15,16    SE-12-20-3-5",T,2,Residential,I  Individual,96500,210500,0,307000,410 WINSOR AVE. N.W.,,,TV,2015
607050,"3138FM 7 16,17    SE-12-20-3-5",T,2,Residential,I  Individual,92400,187500,0,279900,408 WINDSOR AVE. N.W.,,,TV,2015
607060,3138FM 7 18    SE-12-20-3-5,T,2,Residential,I  Individual,84300,72700,0,157000,406 WINDSOR AVE. NW,,,TV,2015
607070,3138FM 7 19    SE-12-20-3-5,T,2,Residential,I  Individual,77900,84800,0,162700,404 WINDSOR AVE. N.W.,,,TV,2015
607080,3138FM 7 20    SE-12-20-3-5,T,2,Residential,I  Individual,75300,204500,0,279800,402 WINDSOR AVE. N.W.,,,TV,2015
607510,7556JK 7 1    SE-12-20-3-5,T,2,Residential,I  Individual,94100,184600,0,278700,401 EDGAR AVE. N.W.,,,TV,2015
607520,7556JK 7 2    SE-12-20-3-5,T,2,Residential,I  Individual,92400,171600,0,264000,403 EDGAR AVE. N.W.,,,TV,2015
607530,7556JK 7 3    SE-12-20-3-5,T,2,Residential,I  Individual,90400,181200,0,271600,405 EDGAR AVE. N.W.,,,TV,2015
607540,7556JK 7 4    SE-12-20-3-5,T,2,Residential,I  Individual,88400,173300,0,261700,407 EDGAR AVE. N.W.,,,TV,2015
607550,7556JK 7 5    SE-12-20-3-5,T,2,Residential,I  Individual,90400,154500,0,244900,409 EDGAR AVE. N.W.,,,TV,2015
607560,7556JK 7 6    SE-12-20-3-5,T,2,Residential,I  Individual,88400,168900,0,257300,411 EDGAR AVE. N.W.,,,TV,2015
607570,7556JK 7 7    SE-12-20-3-5,T,2,Residential,I  Individual,92400,248900,0,341300,413 EDGAR AVE. N.W.,,,TV,2015
607580,7556JK 7 8    SE-12-20-3-5,T,2,Residential,I  Individual,94100,188000,0,282100,415 EDGAR AVE. N.W.,,,TV,2015
608010,3603FD 8 1    SE-12-20-3-5,T,2,Residential,I  Individual,84300,193400,0,277700,124 GEORGE ST. N.W.,,,TV,2015
608020,3603FD 8 2    SE-12-20-3-5,T,2,Residential,I  Individual,84300,149000,0,233300,304 WINDSOR AVE. N.W.,,,TV,2015
608030,"3603FD 8 3,4    SE-12-20-3-5",T,2,Residential,I  Individual,100400,139400,0,239800,306 WINDSOR AVE. N.W.,,,TV,2015
608040,"3603FD 8 5,6    SE-12-20-3-5",T,2,Residential,I  Individual,100400,190800,0,291200,310 WINDSOR AVE. N.W.,,,TV,2015
608050,3603FD 8 7    SE-12-20-3-5,T,2,Residential,I  Individual,84300,86700,0,171000,314 WINDSOR AVE. N.W.,,,TV,2015
608060,3603FD 8 8    SE-12-20-3-5,T,2,Residential,I  Individual,84300,38200,0,122500,316 WINDSOR AVE. N.W.,,,TV,2015
608070,3603FD 8 9    SE-12-20-3-5,T,2,Residential,I  Individual,84300,197900,0,282200,318 WINDSOR AVE. N.W.,,,TV,2015
608080,"3603FD 8 10,11    SE-12-20-3-5",T,2,Residential,C  Corporation,100400,125000,0,225400,322 WINDSOR AVE. N.W.,,,TV,2015
608100,3603FD 8 12    SE-12-20-3-5,T,2,Residential,I  Individual,84300,201500,0,285800,324 WINDSOR AVE. NW,,,TV,2015
608110,3603FD 8 13    SE-12-20-3-5,T,2,Residential,I  Individual,88400,88800,0,177200,326 WINDSOR AVE. N.W.,,,TV,2015
608120,1236FK 8 14    SE-12-20-3-5,T,2,Residential,I  Individual,100400,235400,0,335800,301 EDGAR AVE. N.W.,,,TV,2015
608130,5676JK 8 15    SE-12-20-3-5,T,2,Residential,I  Individual,94500,158400,0,252900,305 EDGAR AVE. N.W.,,,TV,2015
608140,5676JK 8 16    SE-12-20-3-5,T,2,Residential,I  Individual,94500,192700,0,287200,307 EDGAR AVE. N.W.,,,TV,2015
608150,5676JK 8 17    SE-12-20-3-5,T,2,Residential,I  Individual,92400,181700,0,274100,309 EDGAR AVE. N.W.,,,TV,2015
608160,5676JK 8 18    SE-12-20-3-5,T,2,Residential,I  Individual,88400,168500,0,256900,311 EDGAR AVE. N.W.,,,TV,2015
