Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
600010,"2474DN A 1    SE-12-20-3-5    8,780 Sq. Feet",T,3,Commercial,I  Individual,0,0,318200,318200,146 MAIN ST. N.W.,NR  LAND & IMPROVEMENTS,,TV,2022
600015,2474DN 10'A 10    SE-12-20-3-5    250 Sq. Feet,T,3,Commercial,I  Individual,1300,0,0,1300,103 EDGAR AVE. N.W.,NR  LAND,,TV,2022
600020,"2474DN A 1-3    SE-12-20-3-5    5,592 Sq. Feet",T,3,Commercial,I  Individual,0,0,338000,338000,105 EDGAR AVE. N.W.,NR  LAND & IMPROVEMENTS,,TV,2022
600030,"0311914 26 34    SE-12-20-3-5    7,039 Sq. Feet",T,3,Commercial,I  Individual,0,0,369200,369200,140 MAIN ST. N.W.,NR  LAND & IMPROVEMENTS,TURNER VALLEY BUSINESS OFFICES,TV,2022
600040,"0311914 26 35    SE-12-20-3-5    9,513 Sq. Feet",T,3,Commercial,I  Individual,137500,0,0,137500,136 Main Street NW,NR  LAND,VACANT LOT NORTH OF POST OFFICE,TV,2022
600050,"2474DN  6,7    SE-12-20-3-5    9,780 Sq. Feet",T,3,Commercial,I  Individual,0,0,219300,219300,132 MAIN ST. N.W.,NR  LAND & IMPROVEMENTS,,TV,2022
600060,"2474DN  8-10    SE-12-20-3-5    12,410 Sq. Feet",T,3,Commercial,C  Corporation,0,0,331300,331300,128 MAIN ST. N.W.,NR  LAND & IMPROVEMENTS,,TV,2022
600070,"2474DN  10-13    SE-12-20-3-5    14,850 Sq. Feet",T,3,Commercial,I  Individual,0,0,633700,633700,118 MAIN ST. N.W.,NR  LAND & IMPROVEMENTS,,TV,2022
600075,"2474DN Lane 13-14    SE-12-20-3-5    3,600 Sq. Feet",T,3,Commercial,C  Corporation,44900,0,0,44900,114 Main Street NW,NR  LAND,,TV,2022
600080,"2474DN  14    SE-12-20-3-5    4,680 Sq. Feet",T,3,Commercial,I  Individual,108800,0,0,108800,112 MAIN ST. N.W.,NR  LAND,,TV,2022
600085,"2474DN  15    SE-12-20-3-5    4,680 Sq. Feet",T,3,Commercial,I  Individual,108800,0,0,108800,111 Main Street NW,NR  LAND,,TV,2022
600090,"2474DN  16    SE-12-20-3-5    4,680 Sq. Feet",T,3,Commercial,I  Individual,108800,0,0,108800,108 MAIN ST. N.W.,NR  LAND,,TV,2022
600095,"2474DN  17    SE-12-20-3-5    4,680 Sq. Feet",T,3,Commercial,I  Individual,108800,0,0,108800,107 Main St. NW,NR  LAND,,TV,2022
600100,"2474DN  18,19    SE-12-20-3-5    9,780 Sq. Feet",T,3,Commercial,I  Individual,0,0,489300,489300,104 MAIN ST. N.W.,NR  LAND & IMPROVEMENTS,,TV,2022
600105,"2474DN  20    SE-12-20-3-5    6,020 Sq. Feet",T,3,Commercial,I  Individual,110100,0,0,110100,102 MAIN ST. N.W.,NR  LAND,Corner Lot used for off street parking,TV,2022
600110,"2474DN  21-24    SE-12-20-3-5    20,020 Sq. Feet",T,3,Commercial,I  Individual,0,0,463800,463800,104 SUNSET BLVD. N.W.,NR  LAND & IMPROVEMENTS,BLUE METAL CLAD SHOP AS A STRIP MALL,TV,2022
600130,"2474DN  25,26    SE-12-20-3-5    9,780 Sq. Feet",T,3,Commercial,I  Individual,0,0,351700,351700,112 SUNSET BLVD. N.W.,NR  LAND & IMPROVEMENTS,,TV,2022
600140,"2474DN  27,28    SE-12-20-3-5    9,780 Sq. Feet",T,3,Commercial,I  Individual,0,0,133700,133700,116 SUNSET BLVD. N.W.,NR  LAND & IMPROVEMENTS,,TV,2022
600150,"2474DN  29,30    SE-12-20-3-5    9,776 Sq. Feet",T,3,Commercial,I  Individual,123800,0,0,123800,120 SUNSET BLVD. N.W.,NR  LAND,,TV,2022
600154,"2474DN  31,32    SE-12-20-3-5    9,776 Sq. Feet",T,3,Commercial,I  Individual,123800,0,0,123800,124 SUNSET BLVD. N.W.,NR  LAND,,TV,2022
600160,"2474DN  33    SE-12-20-3-5    7,520 Sq. Feet",T,2,Residential,I  Individual,16290,43100,0,59390,130 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
600160,"2474DN  33    SE-12-20-3-5    7,520 Sq. Feet",E,22,Religious,I  Individual,79510,243600,0,323110,130 SUNSET BLVD. N.W.,NR,,TV,2022
602010,"7423DQ 2 1-3    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,101100,73600,0,174700,318 MAIN ST. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602020,"7423DQ 2 4,5    SE-12-20-3-5    6,000 Sq. Feet",T,3,Commercial,I  Individual,90300,81900,0,172200,314 MAIN ST. N.W.,NR  LAND & IMPROVEMENTS,CANDY STORE - FORMER OLD RESIDENCE,TV,2022
602040,"7423DQ 2 6-9    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,107500,114600,0,222100,306 MAIN ST. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602050,"7423DQ 2 10,11    SE-12-20-3-5    7,080 Sq. Feet",T,3,Commercial,I  Individual,0,0,344300,344300,302 MAIN ST. N.W.,NR  LAND & IMPROVEMENTS,PLANET PETROLEUM AND AUTO WORKS SHOP,TV,2022
602060,"8054EK 2 12,E13    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,89600,126400,0,216000,108 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602070,"8054EK 2 13,14    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,89600,183000,0,272600,110 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602080,"8054EK 2 15,16    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,97200,172100,0,269300,112 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602090,"8054EK 2 17,P18    SE-12-20-3-5    5,020 Sq. Feet",T,2,Residential,I  Individual,79000,245000,0,324000,114 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602100,"8054EK 2 P18,19    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,63900,67500,0,131400,116 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602110,"8054EK 2 19,20    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,89600,225100,0,314700,118 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602120,"8054EK 2 21    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,63900,153600,0,217500,120 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602130,"8054EK 2 22,23    SE-12-20-3-5    7,520 Sq. Feet",T,2,Residential,I  Individual,95800,24300,0,120100,122 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602140,"8054EK 2 23,24    SE-12-20-3-5    3,400 Sq. Feet",T,2,Residential,I  Individual,53800,79800,0,133600,124 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602150,"8054EK 2 25-W27    SE-12-20-3-5    14,470 Sq. Feet",E,22,Religious,I  Individual,110700,852600,0,963300,125 ROYAL AVE. N.W.,NR  LAND & IMPROVEMENTS,,TV,2022
602160,"8054EK 2 27-29    SE-12-20-3-5    9,220 Sq. Feet",T,2,Residential,I  Individual,101900,129000,0,230900,115 ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602170,"8054EK 2 29-31    SE-12-20-3-5    10,800 Sq. Feet",T,2,Residential,I  Individual,100600,203900,0,304500,113 ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602180,"8054EK 2 31,32    SE-12-20-3-5    7,060 Sq. Feet",T,2,Residential,I  Individual,94100,169200,0,263300,111 ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602190,"8054EK 2 33,P34    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,94600,104300,0,198900,109 ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602200,"8054EK 2 34,35    SE-12-20-3-5    7,060 Sq. Feet",T,2,Residential,I  Individual,94100,98400,0,192500,107 ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
602210,"8054EK 2 36    SE-12-20-3-5    4,750 Sq. Feet",T,2,Residential,I  Individual,75900,171600,0,247500,105 ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603000,"7423DQ 3 1-3    SE-12-20-3-5    8,630 Sq. Feet",T,3,Commercial,I  Individual,130800,0,0,130800,230 Main Street NW,NR  LAND,,TV,2022
603010,"7423DQ 3 3-5    SE-12-20-3-5    6,360 Sq. Feet",T,3,Commercial,I  Individual,113000,0,0,113000,220 MAIN ST. N.W.,NR  LAND,,TV,2022
603030,"7423DQ 3 6,7    SE-12-20-3-5    6,000 Sq. Feet",T,3,Commercial,I  Individual,110000,0,0,110000,210 MAIN ST. N.W.,NR  LAND,,TV,2022
603040,"7423DQ 3 8,9    SE-12-20-3-5    6,000 Sq. Feet",T,3,Commercial,I  Individual,0,0,240300,240300,206 MAIN ST. N.W.,NR  LAND & IMPROVEMENTS,LIQUOR STORE - TURNER VALLEY MAIN STREET,TV,2022
603050,"7423DQ 3 10,11    SE-12-20-3-5    6,000 Sq. Feet",T,3,Commercial,I  Individual,0,0,565400,565400,202 MAIN STREET NORTH WEST,NR  LAND & IMPROVEMENTS,,TV,2022
603060,"2229EW 3 12    SE-12-20-3-5    6,300 Sq. Feet",T,2,Residential,I  Individual,91400,123800,0,215200,108 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603070,"2229EW 3 13    SE-12-20-3-5    6,300 Sq. Feet",T,2,Residential,I  Individual,91400,93900,0,185300,110 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603080,"2229EW 3 14,15    SE-12-20-3-5    8,160 Sq. Feet",T,2,Residential,I  Individual,98100,163500,0,261600,114 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603090,"2229EW 3 16,17    SE-12-20-3-5    8,060 Sq. Feet",T,2,Residential,I  Individual,97700,138500,0,236200,118 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603100,"2229EW 3 18    SE-12-20-3-5    4,160 Sq. Feet",T,2,Residential,I  Individual,67500,70400,0,137900,120 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603110,"2229EW 3 19,P20    SE-12-20-3-5    7,560 Sq. Feet",T,2,Residential,I  Individual,95900,229800,0,325700,122 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603120,"2229EW 3 PT20    SE-12-20-3-5    6,300 Sq. Feet",T,2,Residential,I  Individual,91400,198500,0,289900,124 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603130,"2229EW 3 21    SE-12-20-3-5    7,060 Sq. Feet",T,2,Residential,I  Individual,94100,94000,0,188100,201 HUBERT ST. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603140,"2229EW 3 22    SE-12-20-3-5    5,290 Sq. Feet",T,2,Residential,I  Individual,82100,195000,0,277100,121 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603150,"2229EW 3 23    SE-12-20-3-5    6,450 Sq. Feet",T,2,Residential,I  Individual,91900,233400,0,325300,119 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603160,"2229EW 3 24    SE-12-20-3-5    6,450 Sq. Feet",T,2,Residential,I  Individual,91900,101100,0,193000,117 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603170,"2229EW 3 25    SE-12-20-3-5    5,144 Sq. Feet",T,2,Residential,I  Individual,80400,124200,0,204600,115 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603175,"2229EW 3 25-27    SE-12-20-3-5    9,550 Sq. Feet",T,2,Residential,I  Individual,103100,36400,0,139500,113 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603190,"2229EW 3 28,29    SE-12-20-3-5    8,514 Sq. Feet",T,2,Residential,I  Individual,99400,77700,0,177100,109 FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603200,"2229EW 3 W.30    SE-12-20-3-5    3,230 Sq. Feet",T,2,Residential,I  Individual,63400,141600,0,205000,107B FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603210,"2229EW 3 E.30    SE-12-20-3-5    3,230 Sq. Feet",T,2,Residential,I  Individual,63400,141600,0,205000,107A FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603220,"2229EW 3 W31    SE-12-20-3-5    3,225 Sq. Feet",T,2,Residential,I  Individual,65800,140600,0,206400,105B FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
603230,"2229EW 3 E31    SE-12-20-3-5    3,225 Sq. Feet",T,2,Residential,I  Individual,65800,140600,0,206400,105A FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604010,"7423DQ 4 1,2    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,97200,125000,0,222200,210 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604020,"7423DQ 4 3    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,73500,48700,0,122200,212 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604030,"7423DQ 4 4,P5    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,89600,106700,0,196300,214 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604040,"7423DQ 4 W5,6    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,89600,173500,0,263100,216 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604050,"7423DQ 4 7    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,63900,36200,0,100100,218 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604060,"7423DQ 4 8    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,63900,39900,0,103800,220 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604070,"7423DQ 4 9,10    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,97200,74000,0,171200,222 SUNSET BLVD. NW,R    LAND & IMPROVEMENTS,,TV,2022
604080,"7423DQ 4 11,12    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,97200,187300,0,284500,224 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604090,"7423DQ 4 13    SE-12-20-3-5    6,360 Sq. Feet",T,2,Residential,I  Individual,91600,130400,0,222000,226 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604100,"8054EK 4 14    SE-12-20-3-5    5,880 Sq. Feet",T,2,Residential,I  Individual,95100,151600,0,246700,202 Sunset Blvd. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604105,"8054EK 4 14,15    SE-12-20-3-5    6,120 Sq. Feet",T,2,Residential,I  Individual,97100,111600,0,208700,204 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604110,"8054EK 4 15,16    SE-12-20-3-5    5,970 Sq. Feet",T,2,Residential,I  Individual,89900,136800,0,226700,206 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604120,"8054EK 4 17    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,104100,0,194400,208 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604130,"8054EK 4 PT18    SE-12-20-3-5    10,812 Sq. Feet",T,2,Residential,I  Individual,105900,43000,0,148900,106 HUBERT ST. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604140,"3603FD 4 19    SE-12-20-3-5    8,270 Sq. Feet",T,2,Residential,I  Individual,123100,541000,0,664100,201 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604150,"9212439 4 18A    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,30700,0,121000,203 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604160,"3603FD 4 20,P21    SE-12-20-3-5    6,600 Sq. Feet",T,2,Residential,I  Individual,92500,74100,0,166600,207 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604170,"3603FD 4 P21,22    SE-12-20-3-5    11,280 Sq. Feet",T,2,Residential,I  Individual,106500,136100,0,242600,211 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,TV,2022
604180,"1178LK 4 23A    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,101100,233200,0,334300,213 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604190,"1178LK 4 24A    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,101100,172900,0,274000,215 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604200,"3603FD 4 26    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,64400,0,154700,217 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604210,"3603FD 4 27    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,148500,0,238800,219 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604220,"3603FD 4 28    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,187000,0,277300,221 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605010,"7423DQ 5 1,E2    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,98800,91300,0,190100,302 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605020,"7423DQ 5 2-4    SE-12-20-3-5    9,900 Sq. Feet",T,2,Residential,I  Individual,115100,113200,0,228300,304 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605030,"7423DQ 5 5,6    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,107200,182500,0,289700,306 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605040,"7423DQ 5 7,EB    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,98800,77500,0,176300,308 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605050,"7423DQ 5 W8,9    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,98800,110400,0,209200,310 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605060,"7423DQ 5 10,11    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,107200,103100,0,210300,312 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605070,"9311679 5 34    SE-12-20-3-5    5,930 Sq. Feet",T,2,Residential,I  Individual,98600,81600,0,180200,314 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605075,"9311679 5 35    SE-12-20-3-5    5,930 Sq. Feet",T,2,Residential,I  Individual,98600,171900,0,270500,316 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605078,"7423DQ 5 15-17    SE-12-20-3-5    11,880 Sq. Feet",T,2,Residential,I  Individual,118200,119900,0,238100,320 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605090,"7423DQ 5 18,19    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,107200,68500,0,175700,324 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605100,"7423DQ 5 20    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,70500,132500,0,203000,328 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605110,"3603FD 5 21,W22    SE-12-20-3-5    10,200 Sq. Feet",T,2,Residential,I  Individual,115800,195700,0,311500,321 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,WEST HALF OF LOT 21 AND LOT 22,TV,2022
605120,"3603FD 5 E22P23    SE-12-20-3-5    7,800 Sq. Feet",T,2,Residential,I  Individual,106700,111700,0,218400,319 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605125,"3603FD 5 P23,24    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,104300,186300,0,290600,317 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605130,"3603FD 5 25    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,215700,0,315200,315 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605135,"3603FD 5 W26    SE-12-20-3-5    5,400 Sq. Feet",T,2,Residential,I  Individual,91900,242100,0,334000,313 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605140,"3603FD 5 E26,27    SE-12-20-3-5    6,600 Sq. Feet",T,2,Residential,I  Individual,101900,169400,0,271300,311 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605150,"3603FD 5 28    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,147900,0,247400,309 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605160,"3603FD 5 29,W30    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,111500,155700,0,267200,307 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605170,"3603FD 5 E30,31    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,111500,177900,0,289400,305 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,TV,2022
605180,"3603FD 5 32,33    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,126700,389700,0,516400,301 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606010,"3138FM 6 E1    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,88500,116700,0,205200,401A WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
